hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone_number,credit_card
Resort Hotel,1,338,2015,October,41,4,2,0,55,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Group,0.0,0,0,Canceled,2015-01-02,Jason Hawkins,Hawkins_Jason@yahoo.com,882-133-0366,************8584
Resort Hotel,1,7,2015,October,41,5,1,0,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,F,0,No Deposit,,110.0,0,Transient,56.95,0,0,Canceled,2015-10-02,Benjamin Fowler,BFowler@xfinity.com,834-067-8455,************9761
Resort Hotel,0,10,2015,October,41,5,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient,67.0,0,1,Check-Out,2015-10-09,Lawrence Hernandez,Lawrence_Hernandez@att.com,548-990-6307,************2230
Resort Hotel,0,10,2015,October,41,5,1,3,2,0.0,1,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient,67.0,0,2,Check-Out,2015-10-09,Randy Bowman,RandyBowman@xfinity.com,820-221-5972,************2121
Resort Hotel,1,1,2015,October,41,6,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,94.0,0,Transient,37.0,0,0,Canceled,2015-10-05,Brittany Molina,Brittany.M43@mail.com,922-925-6162,************9666
Resort Hotel,1,1,2015,October,41,6,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,94.0,0,Transient,37.0,0,0,Canceled,2015-10-05,Megan Black,Megan.B39@protonmail.com,377-961-5287,************2564
Resort Hotel,1,1,2015,October,41,6,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,94.0,0,Transient,37.0,0,0,Canceled,2015-10-05,David Lester,Lester.David@xfinity.com,220-016-2260,************7865
Resort Hotel,0,0,2015,October,41,6,0,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2015-10-06,Antonio Rush,Rush.Antonio82@protonmail.com,204-854-7921,************1863
Resort Hotel,0,0,2015,October,41,6,0,2,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,66.0,1,0,Check-Out,2015-10-08,Kimberly Welch,Kimberly.W@att.com,987-876-4229,************2107
Resort Hotel,1,1,2015,October,41,6,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,56.0,0,0,Canceled,2015-10-05,Lee Sims,Lee.Sims@mail.com,188-981-5828,************1843
Resort Hotel,0,1,2015,October,41,6,0,3,0,0.0,0,SC,PRT,Corporate,Corporate,0,0,0,A,I,1,No Deposit,,174.0,0,Transient-Party,0.0,0,0,Check-Out,2015-10-06,Colleen Hernandez,Colleen.H25@yandex.com,863-349-5397,************8042
Resort Hotel,1,328,2015,October,41,6,2,5,5,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Group,0.0,0,0,Canceled,2015-01-02,Mariah Bates,MariahBates@zoho.com,219-715-0369,************2803
Resort Hotel,0,21,2015,October,41,7,0,2,1,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,47.0,0,1,Check-Out,2015-10-09,Christopher Lawrence,ChristopherLawrence69@outlook.com,354-508-0907,************6574
Resort Hotel,0,0,2015,October,41,7,0,1,3,0.0,0,BB,AGO,Complementary,Direct,0,0,0,A,C,1,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2015-10-08,Leah Brown,LBrown48@aol.com,152-701-6889,************8623
Resort Hotel,0,21,2015,October,41,7,0,2,1,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,47.0,0,1,Check-Out,2015-10-09,Christine Hernandez,Christine.H@zoho.com,804-848-1919,************8183
Resort Hotel,1,21,2015,October,41,8,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,47.0,0,1,Canceled,2015-10-08,Kara Saunders,Kara.S@yahoo.com,818-325-2388,************7762
Resort Hotel,1,22,2015,October,41,8,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient,47.0,0,1,Canceled,2015-10-08,Douglas Grant,Douglas.G@verizon.com,911-667-1704,************7621
Resort Hotel,0,33,2015,October,41,8,0,3,2,1.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,3,No Deposit,,,0,Transient-Party,67.5,0,0,Check-Out,2015-10-11,David Stark,DStark@att.com,130-226-3366,************1757
Resort Hotel,0,44,2015,October,41,8,0,3,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,,0,Contract,50.0,0,0,Check-Out,2015-10-11,Allison Ellis,Allison.Ellis@yahoo.com,890-312-6941,************9275
Resort Hotel,0,44,2015,October,41,8,0,3,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,,0,Contract,50.0,0,0,Check-Out,2015-10-11,Leslie Gallegos,LGallegos53@att.com,822-842-1040,************8266
Resort Hotel,0,33,2015,October,41,8,0,3,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,,0,Transient-Party,50.0,0,0,Check-Out,2015-10-11,Brian Marshall,Brian_M@aol.com,776-378-0004,************5432
Resort Hotel,0,16,2015,October,41,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,274.0,0,Transient-Party,48.0,0,0,Check-Out,2015-10-10,Joshua Fowler,Fowler_Joshua@xfinity.com,798-602-6583,************1001
Resort Hotel,0,34,2015,October,41,9,0,2,2,1.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,,0,Transient,67.5,0,1,Check-Out,2015-10-11,Jennifer Wagner,JWagner@verizon.com,407-496-7964,************3934
Resort Hotel,0,0,2015,October,41,9,2,2,2,0.0,0,BB,ISR,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,67.0,0,0,Check-Out,2015-10-13,Gavin Smith,Smith_Gavin@protonmail.com,236-085-7016,************1644
Resort Hotel,1,2,2015,October,41,10,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,56.0,0,0,Canceled,2015-10-09,Wesley Shannon,Shannon.Wesley@xfinity.com,203-150-7739,************9690
Resort Hotel,1,35,2015,October,41,10,0,1,2,1.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,4,No Deposit,,,0,Transient,67.5,0,0,No-Show,2015-10-10,Theresa Bryan,Theresa_B@mail.com,141-652-8635,************6037
Resort Hotel,0,5,2015,October,42,11,4,5,1,0.0,0,SC,PRT,Corporate,Corporate,0,0,0,A,I,0,No Deposit,,174.0,0,Transient-Party,0.0,0,0,Check-Out,2015-10-11,Zachary Ford,ZacharyFord73@hotmail.com,350-082-3471,************3894
Resort Hotel,0,0,2015,October,42,12,0,0,0,0.0,0,SC,PRT,Corporate,Corporate,0,0,0,A,I,0,No Deposit,,174.0,0,Transient,0.0,0,0,Check-Out,2015-10-12,Mark Martinez,Martinez.Mark@yahoo.com,969-893-1222,************9670
Resort Hotel,0,13,2015,October,42,12,1,0,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,195.0,0,Transient,48.0,0,0,Check-Out,2015-10-13,Alexis Miller,Alexis.Miller@zoho.com,828-275-2551,************8845
Resort Hotel,0,13,2015,October,42,12,1,0,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,195.0,0,Transient,53.0,0,1,Check-Out,2015-10-13,Rhonda Moore,Rhonda_M@gmail.com,952-578-7940,************9797
Resort Hotel,0,20,2015,October,42,12,1,0,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,195.0,0,Transient,48.0,0,0,Check-Out,2015-10-13,Kimberly Fisher,Fisher.Kimberly@mail.com,843-769-8607,************9631
Resort Hotel,0,4,2015,October,42,12,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,113.0,0,Transient,48.0,0,0,Check-Out,2015-10-14,Michelle Rose DVM,Michelle_DVM81@verizon.com,760-059-5970,************5669
Resort Hotel,1,334,2015,October,42,12,2,5,5,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Group,0.0,0,0,Canceled,2015-01-02,Susan Cook,Susan_Cook@protonmail.com,195-926-0365,************3747
Resort Hotel,0,0,2015,October,42,13,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,56.0,0,0,Check-Out,2015-10-14,Amy Hall,Amy_Hall@verizon.com,281-492-9921,************5147
Resort Hotel,0,0,2015,October,42,13,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,56.0,1,0,Check-Out,2015-10-14,Carrie Morgan,Carrie_M@comcast.net,477-530-9136,************9018
Resort Hotel,0,7,2015,October,42,15,0,0,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,I,3,No Deposit,,223.0,0,Transient-Party,0.0,0,0,Check-Out,2015-10-15,Kevin Phillips,Phillips.Kevin@hotmail.com,456-745-7315,************1889
Resort Hotel,0,7,2015,October,42,15,0,3,1,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,E,1,No Deposit,,223.0,0,Transient-Party,43.0,1,0,Check-Out,2015-10-18,Scott Palmer,Scott.P85@yahoo.com,111-178-0841,************5623
Resort Hotel,0,0,2015,October,42,16,0,1,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,73.0,1,0,Check-Out,2015-10-17,Felicia Riddle,Riddle.Felicia@gmail.com,844-105-8555,************9864
Resort Hotel,0,8,2015,October,42,16,0,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,44.5,0,0,Check-Out,2015-10-17,James Brown,Brown.James@comcast.net,123-111-5322,************7569
Resort Hotel,0,8,2015,October,42,16,0,2,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,44.5,0,1,Check-Out,2015-10-18,Jeanette Stewart,JeanetteStewart@aol.com,471-520-6010,************7551
Resort Hotel,0,2,2015,October,42,17,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,67.0,0,0,Check-Out,2015-10-18,Angela Greer,AngelaGreer74@verizon.com,658-169-9406,************5888
Resort Hotel,0,5,2015,October,43,19,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,154.0,0,Transient,37.0,0,0,Check-Out,2015-10-20,Samantha Douglas,SamanthaDouglas@xfinity.com,127-309-7000,************2471
Resort Hotel,0,0,2015,October,43,19,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,,,0,Transient,68.4,0,0,Check-Out,2015-10-20,Frank Wells,Frank_Wells@comcast.net,404-156-9035,************2509
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Melissa Morrison,Melissa.Morrison@aol.com,599-860-5134,************9417
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Amanda Villarreal,Amanda.Villarreal@protonmail.com,512-543-8797,************9635
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Crystal Cain,Cain_Crystal@aol.com,159-866-2248,************1355
Resort Hotel,0,5,2015,October,43,19,1,4,1,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,58.4,0,0,Check-Out,2015-10-24,Mrs. Angela Mcfarland,Mcfarland.Mrs.@gmail.com,912-827-2670,************3534
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Monica Allen,Monica_A50@protonmail.com,597-798-5211,************5131
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Maria Shaffer,Maria_S18@yahoo.com,702-504-5511,************1987
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Kristen Rodgers,Kristen.R@yandex.com,631-343-9638,************3408
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Jennifer Ballard,Ballard.Jennifer@aol.com,677-338-2066,************8876
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Denise Murphy,Denise_M@protonmail.com,242-901-7659,************8805
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Anthony Wood,Anthony.Wood@xfinity.com,333-078-3745,************1685
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Bryan Sanchez,Bryan.Sanchez@gmail.com,850-386-7582,************1991
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Michael Hodges,MHodges@gmail.com,990-377-0278,************7324
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Patrick Gibson,Gibson.Patrick@yandex.com,930-046-9440,************9767
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Rebekah Swanson,Rebekah_Swanson@yahoo.com,781-302-6822,************3020
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Shannon Middleton,Middleton_Shannon@zoho.com,442-266-3047,************5167
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Phillip Harris,PhillipHarris62@zoho.com,594-960-3031,************3695
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Brenda Chambers,Brenda_Chambers@hotmail.com,337-509-5570,************7364
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Douglas Stewart,Stewart_Douglas@att.com,721-392-5275,************7288
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Bethany Dunn,Bethany_D91@mail.com,130-688-1610,************9113
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Curtis Campbell,CCampbell@protonmail.com,362-212-4032,************8666
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Donna Robles,Donna.R@outlook.com,571-093-1203,************4302
Resort Hotel,0,3,2015,October,43,19,1,4,1,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,58.4,0,0,Check-Out,2015-10-24,Bryce Gibson,BGibson@aol.com,932-654-2326,************9976
Resort Hotel,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,Nicole Nguyen,Nicole.N@gmail.com,139-499-5613,************8602
Resort Hotel,0,160,2015,October,43,21,2,5,1,0.0,0,BB,FIN,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,47.0,0,0,Check-Out,2015-10-28,Elizabeth Tran,Tran_Elizabeth@mail.com,542-029-6656,************8388
Resort Hotel,1,22,2015,October,43,22,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,,,0,Transient,66.0,0,0,No-Show,2015-10-22,Kathryn Jackson,Kathryn.Jackson@comcast.net,503-551-5810,************2272
Resort Hotel,0,29,2015,October,43,23,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient-Party,56.0,0,2,Check-Out,2015-10-25,Travis Miller,Travis.Miller@xfinity.com,719-774-1443,************4425
Resort Hotel,0,29,2015,October,43,23,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient-Party,56.0,0,2,Check-Out,2015-10-25,Jasmine Combs,Jasmine.C46@att.com,931-500-3461,************3973
Resort Hotel,0,0,2015,October,43,23,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,64.0,1,0,Check-Out,2015-10-25,Jennifer Mccann,Mccann.Jennifer26@att.com,114-021-5855,************7017
Resort Hotel,0,29,2015,October,43,23,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,2,No Deposit,,,0,Transient-Party,56.0,0,1,Check-Out,2015-10-25,Edward Browning,Browning.Edward@comcast.net,996-850-0341,************5636
Resort Hotel,0,0,2015,October,43,24,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,39.0,1,0,Check-Out,2015-10-25,Dr. Kayla Alvarado,DAlvarado@outlook.com,790-749-4567,************7880
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Donna Dennis,Dennis_Donna@yahoo.com,732-626-6649,************1358
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Dawn Allen,DAllen@zoho.com,927-464-9998,************5157
Resort Hotel,1,148,2015,October,43,24,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,39.0,0,0,Canceled,2015-06-26,Alexis Castro,Castro.Alexis@xfinity.com,263-105-6591,************4223
Resort Hotel,1,148,2015,October,43,24,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,39.0,0,0,Canceled,2015-06-26,Matthew Cline,MCline@aol.com,775-402-0574,************2671
Resort Hotel,1,148,2015,October,43,24,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,39.0,0,0,Canceled,2015-06-26,Billy Spencer,Spencer_Billy@aol.com,181-574-6367,************9173
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Heather Gonzalez,Heather_Gonzalez75@comcast.net,542-565-1351,************5815
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Lauren Brown,LaurenBrown@xfinity.com,586-914-4447,************8420
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Jeffrey Gallagher,Jeffrey_G@verizon.com,951-580-2540,************8247
Resort Hotel,1,148,2015,October,43,24,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,39.0,0,0,Canceled,2015-06-26,Maurice Martinez,Maurice_M50@outlook.com,479-917-2430,************3570
Resort Hotel,1,148,2015,October,43,24,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,39.0,0,0,Canceled,2015-06-26,Anna Phillips,Anna.Phillips@yandex.com,989-401-8553,************7294
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Gary Barker,Gary.Barker@verizon.com,829-497-3203,************4146
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Ian Grant,Grant_Ian@zoho.com,509-778-6017,************7322
Resort Hotel,1,148,2015,October,43,24,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,39.0,0,0,Canceled,2015-06-26,Eric Hoffman,Hoffman.Eric@xfinity.com,271-508-3543,************8667
Resort Hotel,1,148,2015,October,43,24,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,39.0,0,0,Canceled,2015-06-26,Sarah Jones,Sarah_J@hotmail.com,551-284-4339,************5116
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Juan Berry DDS,Juan_DDS@mail.com,478-186-9086,************2615
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Gregory Graham,Graham_Gregory@zoho.com,304-800-6001,************4616
Resort Hotel,1,148,2015,October,43,24,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,39.0,0,0,Canceled,2015-06-26,Amber Adams,AmberAdams@zoho.com,664-013-4398,************3423
Resort Hotel,1,148,2015,October,43,24,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,39.0,0,0,Canceled,2015-06-26,Sara Hill,SHill@gmail.com,180-919-9401,************8117
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Breanna Weiss,Weiss_Breanna80@outlook.com,124-325-0319,************8543
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Denise Patel,DenisePatel23@yahoo.com,714-456-4004,************6147
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Monica Roach,Monica_R@protonmail.com,699-621-3699,************2664
Resort Hotel,1,148,2015,October,43,24,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,39.0,0,0,Canceled,2015-06-26,Brent Jackson,Jackson_Brent@att.com,538-844-8550,************7815
Resort Hotel,1,148,2015,October,43,24,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,39.0,0,0,Canceled,2015-06-26,Kyle Hernandez,KHernandez@xfinity.com,123-399-6324,************6640
Resort Hotel,1,148,2015,October,43,24,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,39.0,0,0,Canceled,2015-06-26,Darrell Wiggins,Darrell_Wiggins97@mail.com,110-085-5951,************6526
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Jennifer Olson,Jennifer_O@zoho.com,967-832-8428,************3883
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Amanda Wood,Amanda.W21@hotmail.com,310-822-6671,************6163
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Frank Fernandez,Frank.F@yandex.com,192-142-5757,************4830
Resort Hotel,1,148,2015,October,43,24,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,39.0,0,0,Canceled,2015-06-26,Kevin Taylor,KevinTaylor86@zoho.com,287-267-4081,************6651
Resort Hotel,1,148,2015,October,43,24,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,39.0,0,0,Canceled,2015-06-26,Kathleen Ruiz,Kathleen.R@aol.com,645-652-0403,************6226
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Shawn Soto,Shawn_Soto@gmail.com,307-453-0598,************2935
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Mr. Derek Lee,Mr..Lee79@mail.com,329-788-0048,************1178
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Julie Lee,Julie_L@mail.com,679-402-7166,************2202
